moth_id,date,timestamp,position_x,position_y,length_mm,width_mm,area_mm2,species,source_image
14,2024-11-17,2024-11-17 16:05:50.990079,1450,3863,27.98,17.91,501.15,,16-05-50.jpg
15,2024-11-17,2024-11-17 16:05:50.990079,3164,2090,6.86,15.85,108.74,,16-05-50.jpg
16,2024-11-17,2024-11-17 16:05:50.990079,2232,2820,63.4,29.23,1853.15,unknown,16-05-50.jpg
17,2024-11-17,2024-11-17 16:05:50.990079,2008,1799,17.04,6.21,105.86,,16-05-50.jpg
18,2024-11-17,2024-11-17 16:05:50.990079,3050,2237,3.04,9.01,27.44,,16-05-50.jpg
19,2024-11-17,2024-11-17 16:05:50.990079,3689,3040,14.91,8.06,120.22,,16-05-50.jpg
20,2024-11-17,2024-11-17 16:05:50.990079,2599,1019,40.48,22.33,903.93,unknown,16-05-50.jpg
21,2024-11-17,2024-11-17 16:05:50.990079,3926,2105,12.73,5.39,68.58,,16-05-50.jpg
22,2024-11-17,2024-11-17 16:05:50.990079,2208,2332,11.31,6.97,78.82,,16-05-50.jpg
23,2024-11-17,2024-11-17 16:05:50.990079,2332,3200,13.9,35.38,491.64,unknown,16-05-50.jpg
24,2024-11-17,2024-11-17 16:05:50.990079,3440,2768,14.62,4.95,72.37,,16-05-50.jpg
25,2024-11-17,2024-11-17 16:05:50.990079,1194,1161,33.31,14.05,468.06,,16-05-50.jpg
26,2024-11-17,2024-11-17 16:05:50.990079,3359,1292,9.65,5.65,54.52,,16-05-50.jpg
27,2024-11-17,2024-11-17 16:05:50.990079,3947,3673,7.83,12.44,97.36,,16-05-50.jpg
28,2024-11-17,2024-11-17 16:05:50.990079,1910,3604,10.35,6.69,69.19,,16-05-50.jpg
29,2024-11-17,2024-11-17 16:05:50.990079,1360,1023,10.1,5.63,56.88,,16-05-50.jpg
30,2024-11-17,2024-11-17 16:05:50.990079,3601,1890,29.8,52.79,1573.04,unknown,16-05-50.jpg
31,2024-11-17,2024-11-17 16:05:50.990079,3083,2999,11.37,4.68,53.21,,16-05-50.jpg
32,2024-11-17,2024-11-17 16:05:50.990079,3605,1840,7.57,3.76,28.48,,16-05-50.jpg
33,2024-11-17,2024-11-17 16:05:50.990079,1442,2908,19.37,12.61,244.24,,16-05-50.jpg
34,2024-11-17,2024-11-17 16:05:50.990079,3564,1402,35.02,14.78,517.63,unknown,16-05-50.jpg
35,2024-11-17,2024-11-17 16:05:50.990079,1366,3504,14.52,6.98,101.31,,16-05-50.jpg
36,2024-11-17,2024-11-17 16:05:50.990079,3760,2505,8.04,20.47,164.54,,16-05-50.jpg
37,2024-11-17,2024-11-17 16:05:50.990079,1527,2469,6.87,15.15,104.05,,16-05-50.jpg
1,2024-11-18,2024-11-18 07:26:23.552966,2054,1399,14.42,9.02,130.01,,07-26-23.jpg
2,2024-11-18,2024-11-18 07:26:23.552966,1745,2009,3.36,9.86,33.09,,07-26-23.jpg
3,2024-11-18,2024-11-18 07:26:23.552966,2272,2706,9.79,4.19,41.04,,07-26-23.jpg
4,2024-11-18,2024-11-18 07:26:23.552966,2602,1338,8.22,18.29,150.32,,07-26-23.jpg
5,2024-11-18,2024-11-18 07:26:23.552966,3600,3526,7.12,2.39,17.03,,07-26-23.jpg
6,2024-11-18,2024-11-18 07:26:23.552966,2374,2970,14.28,7.1,101.42,,07-26-23.jpg
7,2024-11-18,2024-11-18 07:26:23.552966,2722,1035,43.19,28.49,1230.4,unknown,07-26-23.jpg
8,2024-11-18,2024-11-18 07:26:23.552966,3171,3837,8.16,2.84,23.19,,07-26-23.jpg
9,2024-11-18,2024-11-18 07:26:23.552966,1368,2726,11.21,3.78,42.31,,07-26-23.jpg
10,2024-11-18,2024-11-18 07:26:23.552966,3023,3148,23.93,11.63,278.47,,07-26-23.jpg
11,2024-11-18,2024-11-18 07:26:23.552966,2407,2136,4.92,13.52,66.47,,07-26-23.jpg
12,2024-11-18,2024-11-18 07:26:23.552966,3284,2085,18.56,8.64,160.4,,07-26-23.jpg
13,2024-11-18,2024-11-18 07:26:23.552966,3304,3599,23.89,13.35,318.94,,07-26-23.jpg
14,2024-11-18,2024-11-18 07:26:23.552966,2347,3643,4.71,8.67,40.82,,07-26-23.jpg
15,2024-11-18,2024-11-18 07:26:23.552966,3851,3566,31.42,12.88,404.68,,07-26-23.jpg
16,2024-11-18,2024-11-18 07:26:23.552966,3495,1634,32.04,14.85,475.7,,07-26-23.jpg
17,2024-11-18,2024-11-18 07:26:23.552966,2034,3563,6.91,12.0,82.89,,07-26-23.jpg
18,2024-11-18,2024-11-18 07:26:23.552966,2896,3986,49.96,29.76,1486.58,unknown,07-26-23.jpg
19,2024-11-18,2024-11-18 07:26:23.552966,3043,2960,14.28,6.28,89.75,,07-26-23.jpg
20,2024-11-18,2024-11-18 07:26:23.552966,1119,1238,13.58,6.85,92.99,,07-26-23.jpg
1,2024-11-18,2024-11-18 16:04:35.942807,2557,3354,15.05,6.2,93.34,,16-04-35.jpg
2,2024-11-18,2024-11-18 16:04:35.942807,1625,3477,3.51,9.28,32.56,,16-04-35.jpg
3,2024-11-18,2024-11-18 16:04:35.942807,1177,2719,7.13,13.26,94.54,,16-04-35.jpg
4,2024-11-18,2024-11-18 16:04:35.942807,2532,3431,6.17,9.55,58.96,,16-04-35.jpg
5,2024-11-18,2024-11-18 16:04:35.942807,1932,3328,17.67,10.81,191.04,,16-04-35.jpg
6,2024-11-18,2024-11-18 16:04:35.942807,2697,2327,7.51,2.52,18.9,,16-04-35.jpg
7,2024-11-18,2024-11-18 16:04:35.942807,1659,3510,7.83,2.79,21.88,,16-04-35.jpg
8,2024-11-18,2024-11-18 16:04:35.942807,2922,2479,11.45,4.99,57.12,,16-04-35.jpg
9,2024-11-18,2024-11-18 16:04:35.942807,3697,3542,41.83,23.73,992.69,unknown,16-04-35.jpg
10,2024-11-18,2024-11-18 16:04:35.942807,2248,1381,3.23,7.81,25.25,,16-04-35.jpg
11,2024-11-18,2024-11-18 16:04:35.942807,1407,1824,12.19,5.6,68.2,,16-04-35.jpg
12,2024-11-18,2024-11-18 16:04:35.942807,3007,3288,18.51,8.77,162.29,,16-04-35.jpg
13,2024-11-18,2024-11-18 16:04:35.942807,1759,2139,8.57,3.15,27.0,,16-04-35.jpg
14,2024-11-18,2024-11-18 16:04:35.942807,3020,1232,8.8,17.41,153.28,,16-04-35.jpg
15,2024-11-18,2024-11-18 16:04:35.942807,3505,2100,15.07,6.48,97.65,,16-04-35.jpg
16,2024-11-18,2024-11-18 16:04:35.942807,2908,2193,15.97,5.9,94.27,,16-04-35.jpg
17,2024-11-18,2024-11-18 16:04:35.942807,3110,2535,20.85,48.28,1006.74,unknown,16-04-35.jpg
18,2024-11-18,2024-11-18 16:04:35.942807,2743,2319,4.32,11.55,49.88,,16-04-35.jpg
19,2024-11-18,2024-11-18 16:04:35.942807,3195,1934,28.57,17.47,499.14,,16-04-35.jpg
20,2024-11-18,2024-11-18 16:04:35.942807,2920,2097,11.47,4.64,53.18,,16-04-35.jpg
21,2024-11-18,2024-11-18 16:04:35.942807,3377,3665,12.35,6.59,81.4,,16-04-35.jpg
22,2024-11-18,2024-11-18 16:04:35.942807,3172,1214,11.49,22.93,263.53,,16-04-35.jpg
23,2024-11-18,2024-11-18 16:04:35.942807,2343,2928,17.42,30.27,527.32,,16-04-35.jpg
24,2024-11-18,2024-11-18 16:04:35.942807,1059,2941,24.39,8.79,214.48,,16-04-35.jpg
25,2024-11-18,2024-11-18 16:04:35.942807,3886,3574,24.36,11.24,273.74,,16-04-35.jpg
26,2024-11-18,2024-11-18 16:04:35.942807,2389,2161,13.96,5.37,74.98,,16-04-35.jpg
27,2024-11-18,2024-11-18 16:04:35.942807,1788,3657,5.9,13.49,79.62,,16-04-35.jpg
28,2024-11-18,2024-11-18 16:04:35.942807,1719,2742,26.25,16.81,441.37,,16-04-35.jpg
1,2024-11-19,2024-11-19 07:28:03.809253,1012,2727,7.67,2.78,21.35,,07-28-03.jpg
2,2024-11-19,2024-11-19 07:28:03.809253,2351,2878,8.89,25.35,225.5,,07-28-03.jpg
3,2024-11-19,2024-11-19 07:28:03.809253,1434,2401,42.63,22.65,965.47,unknown,07-28-03.jpg
4,2024-11-19,2024-11-19 07:28:03.809253,2319,2454,8.9,5.15,45.8,,07-28-03.jpg
5,2024-11-19,2024-11-19 07:28:03.809253,1736,3205,23.39,11.76,274.93,,07-28-03.jpg
6,2024-11-19,2024-11-19 07:28:03.809253,3718,2568,8.12,3.1,25.13,,07-28-03.jpg
7,2024-11-19,2024-11-19 07:28:03.809253,1556,2235,4.56,12.64,57.6,,07-28-03.jpg
8,2024-11-19,2024-11-19 07:28:03.809253,3502,3840,28.98,11.79,341.52,,07-28-03.jpg
9,2024-11-19,2024-11-19 07:28:03.809253,3887,2974,20.09,36.73,737.74,unknown,07-28-03.jpg
10,2024-11-19,2024-11-19 07:28:03.809253,1571,2991,9.22,3.5,32.31,,07-28-03.jpg
11,2024-11-19,2024-11-19 07:28:03.809253,1580,3798,17.34,8.61,149.28,,07-28-03.jpg
12,2024-11-19,2024-11-19 07:28:03.809253,3961,2911,28.17,11.5,323.9,,07-28-03.jpg
13,2024-11-19,2024-11-19 07:28:03.809253,3388,1050,7.59,3.92,29.73,,07-28-03.jpg
14,2024-11-19,2024-11-19 07:28:03.809253,3737,1331,7.29,4.5,32.84,,07-28-03.jpg
15,2024-11-19,2024-11-19 07:28:03.809253,3153,3893,21.36,11.26,240.51,,07-28-03.jpg
16,2024-11-19,2024-11-19 07:28:03.809253,1084,2446,9.89,5.37,53.18,,07-28-03.jpg
17,2024-11-19,2024-11-19 07:28:03.809253,2468,1905,17.79,6.37,113.34,,07-28-03.jpg
18,2024-11-19,2024-11-19 07:28:03.809253,1348,1108,11.27,4.74,53.46,,07-28-03.jpg
19,2024-11-19,2024-11-19 07:28:03.809253,1162,3579,29.14,16.97,494.59,,07-28-03.jpg
20,2024-11-19,2024-11-19 07:28:03.809253,1252,1803,10.68,31.48,336.13,,07-28-03.jpg
21,2024-11-19,2024-11-19 07:28:03.809253,1603,2212,19.08,7.21,137.56,,07-28-03.jpg
22,2024-11-19,2024-11-19 07:28:03.809253,2713,1685,6.99,18.37,128.44,,07-28-03.jpg
23,2024-11-19,2024-11-19 07:28:03.809253,2540,2945,22.23,10.49,233.2,,07-28-03.jpg
24,2024-11-19,2024-11-19 07:28:03.809253,1052,3240,3.53,8.8,31.07,,07-28-03.jpg
25,2024-11-19,2024-11-19 07:28:03.809253,2594,3960,12.2,4.48,54.58,,07-28-03.jpg
26,2024-11-19,2024-11-19 07:28:03.809253,3212,3113,21.44,34.84,746.86,,07-28-03.jpg
27,2024-11-19,2024-11-19 07:28:03.809253,2786,2471,10.87,4.05,44.02,,07-28-03.jpg
28,2024-11-19,2024-11-19 07:28:03.809253,1362,3876,5.06,8.78,44.45,,07-28-03.jpg
29,2024-11-19,2024-11-19 07:28:03.809253,3203,1128,13.97,7.97,111.39,,07-28-03.jpg
30,2024-11-19,2024-11-19 07:28:03.809253,1335,2082,22.28,10.56,235.39,,07-28-03.jpg
31,2024-11-19,2024-11-19 07:28:03.809253,2281,1686,16.78,6.21,104.26,,07-28-03.jpg
1,2024-11-19,2024-11-19 16:03:23.388559,1281,1163,5.34,8.0,42.71,,16-03-23.jpg
